z
-3.5914128622385570
-3.3886792032844499
-3.2503094885748998
-3.2102336443717587
-3.1599031342004391
-3.1027934059121165
-3.0511144613813568
-3.0361430563824654
-2.9383961380452828
-2.9138911827510121
-2.9045564609387293
-2.8693080765687422
-2.8200900416605506
-2.7611257549370962
-2.7554343017673588
-2.7431381613584542
-2.7335129693163607
-2.7248877814633734
-2.7238744505037920
-2.7233544923058060
-2.6758717848744595
-2.6734813936909276
-2.6610617586329042
-2.6300015599792572
-2.6208757242167313
-2.6176290329099721
-2.6059817133661913
-2.6050969363156495
-2.6022541167706428
-2.6007618859478683
-2.5885747722029051
-2.5859783454588934
-2.5424089837052510
-2.5375178853017006
-2.5221504350620783
-2.5141786261455299
-2.5097737874347290
-2.5076208018186814
-2.5064700879389337
-2.5018390880847838
-2.5017294122632827
-2.5001518337328825
-2.4844682111203293
-2.4779086574498783
-2.4726703823946714
-2.4648603583363786
-2.4605462690380611
-2.4597769360623132
-2.4585857091846028
-2.4312123275534590
-2.4263297893317186
-2.4256840986250077
-2.4230196751713571
-2.3794429132236687
-2.3731871063948784
-2.3524287164249129
-2.3510113023067576
-2.3214049579991607
-2.3177818178230489
-2.3155800759619418
-2.3151278131995965
-2.3147146949353417
-2.3138584907615920
-2.3110586412452707
-2.2989114775908108
-2.2980728474116359
-2.2969966269854503
-2.2963368635459602
-2.2936521335468187
-2.2934683448991837
-2.2932223209451092
-2.2926614626464343
-2.2863033645329192
-2.2844498453981932
-2.2736722461526560
-2.2706203505620395
-2.2697973587186802
-2.2694545973310927
-2.2694528696341796
-2.2694518160821393
-2.2683158252707658
-2.2663998647074250
-2.2634756809461285
-2.2626401542410330
-2.2593607376352565
-2.2505010253367836
-2.2473432632305519
-2.2464217018507942
-2.2458652325444457
-2.2357697096818558
-2.2353033749041580
-2.2336676959916391
-2.2314983938585309
-2.2229099470307361
-2.2206587318837192
-2.2205233141284326
-2.2188396904623975
-2.2093286556121070
-2.2074735689614982
-2.2037459360382563
-2.2014959119817394
-2.2008043347689190
-2.1916356362596447
-2.1891114579524462
-2.1781105795562010
-2.1762689806560105
-2.1740386018042863
-2.1721289269372441
-2.1715834958986244
-2.1714329791871907
-2.1700468614158721
-2.1685735968404583
-2.1683289918523712
-2.1669164508417427
-2.1570213205369981
-2.1524907443263812
-2.1524828154057656
-2.1519953639396947
-2.1469482819851082
-2.1435576864917758
-2.1421358307405423
-2.1408117858767350
-2.1400548296050079
-2.1399913542788465
-2.1390160057161913
