trial,T_n,centered_by_n13,zscore
423,1610,0.44120000000000348,0.37004307091525573
424,1614,0.8412000000000035,0.70553089586108786
425,1594,-1.1587999999999965,-0.97190822886807282
426,1608,0.24120000000000347,0.20229915844233967
427,1614,0.8412000000000035,0.70553089586108786
428,1620,1.4412000000000034,1.208762633279836
429,1600,-0.55879999999999652,-0.46867649144932461
430,1602,-0.35879999999999657,-0.30093257897640852
431,1614,0.8412000000000035,0.70553089586108786
432,1616,1.0412000000000035,0.87327480833400395
433,1618,1.2412000000000034,1.0410187208069199
434,1612,0.64120000000000343,0.53778698338817177
435,1606,0.041200000000003456,0.034555245969423609
436,1620,1.4412000000000034,1.208762633279836
437,1600,-0.55879999999999652,-0.46867649144932461
438,1626,2.0412000000000035,1.7119943706985843
439,1600,-0.55879999999999652,-0.46867649144932461
440,1610,0.44120000000000348,0.37004307091525573
441,1606,0.041200000000003456,0.034555245969423609
442,1610,0.44120000000000348,0.37004307091525573
443,1606,0.041200000000003456,0.034555245969423609
444,1602,-0.35879999999999657,-0.30093257897640852
445,1602,-0.35879999999999657,-0.30093257897640852
446,1600,-0.55879999999999652,-0.46867649144932461
447,1592,-1.3587999999999965,-1.1396521413409888
448,1636,3.0412000000000035,2.5507139330631645
449,1600,-0.55879999999999652,-0.46867649144932461
450,1618,1.2412000000000034,1.0410187208069199
451,1610,0.44120000000000348,0.37004307091525573
452,1620,1.4412000000000034,1.208762633279836
453,1602,-0.35879999999999657,-0.30093257897640852
454,1612,0.64120000000000343,0.53778698338817177
455,1592,-1.3587999999999965,-1.1396521413409888
456,1604,-0.15879999999999656,-0.13318866650349245
457,1598,-0.75879999999999659,-0.63642040392224064
458,1620,1.4412000000000034,1.208762633279836
459,1608,0.24120000000000347,0.20229915844233967
460,1596,-0.95879999999999654,-0.80416431639515673
461,1600,-0.55879999999999652,-0.46867649144932461
462,1626,2.0412000000000035,1.7119943706985843
463,1600,-0.55879999999999652,-0.46867649144932461
464,1626,2.0412000000000035,1.7119943706985843
465,1582,-2.3587999999999965,-1.9783717037055693
466,1570,-3.5587999999999966,-2.9848351785430656
467,1592,-1.3587999999999965,-1.1396521413409888
468,1606,0.041200000000003456,0.034555245969423609
469,1616,1.0412000000000035,0.87327480833400395
470,1614,0.8412000000000035,0.70553089586108786
471,1612,0.64120000000000343,0.53778698338817177
472,1610,0.44120000000000348,0.37004307091525573
473,1602,-0.35879999999999657,-0.30093257897640852
474,1614,0.8412000000000035,0.70553089586108786
475,1600,-0.55879999999999652,-0.46867649144932461
476,1606,0.041200000000003456,0.034555245969423609
477,1604,-0.15879999999999656,-0.13318866650349245
478,1602,-0.35879999999999657,-0.30093257897640852
479,1618,1.2412000000000034,1.0410187208069199
480,1614,0.8412000000000035,0.70553089586108786
481,1602,-0.35879999999999657,-0.30093257897640852
482,1616,1.0412000000000035,0.87327480833400395
483,1604,-0.15879999999999656,-0.13318866650349245
484,1588,-1.7587999999999966,-1.475139966286821
485,1618,1.2412000000000034,1.0410187208069199
486,1602,-0.35879999999999657,-0.30093257897640852
487,1600,-0.55879999999999652,-0.46867649144932461
488,1622,1.6412000000000035,1.3765065457527521
489,1608,0.24120000000000347,0.20229915844233967
490,1604,-0.15879999999999656,-0.13318866650349245
491,1594,-1.1587999999999965,-0.97190822886807282
492,1616,1.0412000000000035,0.87327480833400395
493,1616,1.0412000000000035,0.87327480833400395
494,1614,0.8412000000000035,0.70553089586108786
495,1604,-0.15879999999999656,-0.13318866650349245
496,1610,0.44120000000000348,0.37004307091525573
497,1596,-0.95879999999999654,-0.80416431639515673
498,1602,-0.35879999999999657,-0.30093257897640852
499,1610,0.44120000000000348,0.37004307091525573
500,1612,0.64120000000000343,0.53778698338817177
501,1610,0.44120000000000348,0.37004307091525573
502,1614,0.8412000000000035,0.70553089586108786
503,1636,3.0412000000000035,2.5507139330631645
504,1614,0.8412000000000035,0.70553089586108786
505,1618,1.2412000000000034,1.0410187208069199
506,1616,1.0412000000000035,0.87327480833400395
507,1594,-1.1587999999999965,-0.97190822886807282
508,1612,0.64120000000000343,0.53778698338817177
509,1616,1.0412000000000035,0.87327480833400395
510,1610,0.44120000000000348,0.37004307091525573
511,1606,0.041200000000003456,0.034555245969423609
512,1622,1.6412000000000035,1.3765065457527521
513,1592,-1.3587999999999965,-1.1396521413409888
514,1596,-0.95879999999999654,-0.80416431639515673
515,1610,0.44120000000000348,0.37004307091525573
516,1594,-1.1587999999999965,-0.97190822886807282
517,1604,-0.15879999999999656,-0.13318866650349245
518,1614,0.8412000000000035,0.70553089586108786
519,1606,0.041200000000003456,0.034555245969423609
520,1612,0.64120000000000343,0.53778698338817177
521,1608,0.24120000000000347,0.20229915844233967
522,1624,1.8412000000000035,1.5442504582256682
523,1576,-2.9587999999999965,-2.4816034411243173
524,1624,1.8412000000000035,1.5442504582256682
525,1590,-1.5587999999999966,-1.3073960538139049
526,1594,-1.1587999999999965,-0.97190822886807282
527,1634,2.8412000000000033,2.3829700205902484
528,1630,2.4412000000000034,2.0474821956444162
529,1626,2.0412000000000035,1.7119943706985843
530,1582,-2.3587999999999965,-1.9783717037055693
531,1606,0.041200000000003456,0.034555245969423609
532,1610,0.44120000000000348,0.37004307091525573
