z,density
0.96993987975951867,0.24099053605555187
0.9859719438877752,0.23761620293026167
1.0020040080160317,0.23417440117687868
1.0180360721442883,0.23067360028398345
1.0340681362725448,0.22712183788196105
1.0501002004008013,0.22352624212230041
1.0661322645290578,0.21989267947383853
1.0821643286573144,0.21622554499888799
1.0981963927855709,0.21252770153322437
1.1142284569138274,0.20880056379581097
1.130260521042084,0.20504431396176434
1.1462925851703405,0.20125822718357189
1.162324649298597,0.19744107933233027
1.1783567134268536,0.19359160509078496
1.1943887775551101,0.18970897255478242
1.2104208416833666,0.18579324065113656
1.2264529058116231,0.18184576781058723
1.2424849699398797,0.17786954421206103
1.2585170340681362,0.17386942524271592
1.2745490981963927,0.16985225025598943
1.2905811623246493,0.16582683788593791
1.3066132264529058,0.16180385670070369
1.3226452905811623,0.15779557745305497
1.3386773547094188,0.15381552021594111
1.3547094188376754,0.14987801589518215
1.3707414829659319,0.1459977066400408
1.3867735470941884,0.14218901322620223
1.402805611222445,0.13846559933707359
1.4188376753507015,0.13483986268422005
1.434869739478958,0.13132248106381095
1.4509018036072145,0.12792203784428946
1.4669338677354711,0.12464474624849263
1.4829659318637276,0.12149428547542714
1.4989979959919841,0.11847175464340509
1.5150300601202407,0.11557574323165504
1.5310621242484972,0.1128025096798166
1.5470941883767537,0.11014625358032995
1.5631262525050102,0.10759946190796602
1.5791583166332668,0.10515330630833508
1.5951903807615233,0.10279806681274645
1.6112224448897798,0.1005235575079083
1.6272545090180364,0.098319531559973458
1.6432865731462929,0.096176046327559175
1.6593186372745494,0.094083773738688703
1.675350701402806,0.092034246217393381
1.6913827655310625,0.090020033759807661
1.707414829659319,0.088034852822530818
1.7234468937875755,0.086073612097739421
1.7394789579158321,0.084132403698946534
1.7555110220440886,0.082208450570168165
1.7715430861723451,0.080300021985717257
1.7875751503006008,0.078406328876803197
1.8036072144288573,0.076527409562512125
1.8196392785571138,0.074664014519764246
1.8356713426853704,0.072817496396820669
1.8517034068136269,0.070989708874946683
1.8677354709418834,0.069182915515492965
1.8837675350701399,0.067399707652517224
1.8997995991983965,0.065642928893156344
1.915831663326653,0.063915602974973326
1.9318637274549095,0.062220861619182131
1.9478957915831661,0.060561869545913152
1.9639278557114226,0.058941744848759262
1.9799599198396791,0.057363474278927684
1.9959919839679356,0.055829824459484673
2.0120240480961922,0.054343251434972678
2.0280561122244487,0.052905812084940114
2.0440881763527052,0.051519081660627145
2.0601202404809618,0.05018408196861885
2.0761523046092183,0.048901224511854892
2.0921843687374748,0.047670272253441066
2.1082164328657313,0.046490322686237789
2.1242484969939879,0.045359813696891946
2.1402805611222444,0.044276552445165256
2.1563126252505009,0.043237766269822869
2.1723446893787575,0.042240173589103265
2.188376753507014,0.041280071958990992
2.2044088176352705,0.040353439915924105
2.2204408817635271,0.039456048950098702
2.2364729458917836,0.038583581884254259
2.2525050100200401,0.037731754001102263
2.2685370741482966,0.036896433393495624
2.2845691382765532,0.03607375713682693
2.3006012024048097,0.035260239957580916
2.3166332665330662,0.034452872082510931
2.3326653306613228,0.033649202922795961
2.3486973947895793,0.032847407233070676
2.3647294589178358,0.032046330466227041
2.3807615230460923,0.031245510310098527
2.3967935871743489,0.03044517192180593
2.4128256513026054,0.029646195223999042
2.4288577154308619,0.028850053808427718
2.4448897795591185,0.028058726470661606
2.460921843687375,0.027274584088423277
2.4769539078156315,0.026500256322493507
2.492985971943888,0.025738484298826927
2.5090180360721446,0.024991966845295824
2.5250501002004011,0.024263208836728285
2.5410821643286576,0.023554380608342206
2.5571142284569142,0.022867197140212576
2.5731462925851707,0.022202824766360849
2.5891783567134272,0.021561821561937415
2.6052104208416837,0.020944115417204343
2.6212424849699403,0.020349021279992156
2.6372745490981968,0.019775296341174066
2.6533066132264533,0.019221229272224079
2.669338677354709,0.018684757219712481
2.6853707414829655,0.018163602315421551
2.701402805611222,0.017655418129026199
2.7174348697394786,0.01715793587620177
2.7334669338677351,0.016669100341400924
2.7494989979959916,0.01618718636226444
2.7655310621242482,0.01571088827437659
2.7815631262525047,0.015239376803459617
2.7975951903807612,0.014772320351106077
2.8136272545090177,0.01430987025877767
